GROUPE,SOUSGROUPE,ALIMENT,CALORIES,PROTEINES,GLUCIDES,LIPIDES,FRUCTOSE,SUCRES,GALACTOSE,GLUCOSE,LACTOSE,MALTOSE,SACCHAROSE,AMIDON
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant",0.0,0.0,4.17,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson énergisante, sucrée",0.0,0.2,11.9,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson énergisante, non sucrée, avec édulcorants",0.0,0.073,0.95,0.1,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Boisson au jus de fruit et au lait,47.5,0.56,9.63,0.3,0.46,9.63,0.1,0.56,0.68,0.1,7.93,0.0
boissons sans alcool,eaux et autres boissons,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux",63.8,2.7,10.8,0.99,0.35,9.45,0.05,0.13,4.36,0.002,4.57,0.1
boissons sans alcool,eaux et autres boissons,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D",52.6,2.13,10.0,0.45,1.4,10.0,0.0,0.47,4.21,0.5,3.93,0.0
boissons sans alcool,eaux et autres boissons,Lait de coco ou Crème de coco,188.0,1.77,3.4,18.4,0.3,2.1,0.0,0.3,0.0,0.3,2.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson à l'amande, nature, non sucrée, non enrichie, préemballée",36.3,1.06,0.68,3.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.3
boissons sans alcool,eaux et autres boissons,"Boisson à l'amande, sucrée, enrichie en calcium, préemballée",44.4,0.69,3.96,2.8,0.68,3.44,0.1,0.1,0.1,0.1,2.76,0.4
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants",0.0,0.1,1.4,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson au soja, nature, non enrichie, préemballée",37.1,3.63,0.7,2.07,0.2,0.4,0.0,0.2,0.2,0.2,0.39,0.35
boissons sans alcool,eaux et autres boissons,"Boisson au soja, nature, enrichie en calcium, préemballée",44.2,3.75,2.18,2.05,0.2,2.18,0.0,0.2,0.2,0.2,2.18,0.35
boissons sans alcool,eaux et autres boissons,"Boisson au soja, aromatisée, sucrée, non enrichie, préemballée",60.5,3.25,7.24,1.92,0.19,6.72,0.0,0.19,0.19,0.19,6.72,0.35
boissons sans alcool,eaux et autres boissons,"Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée",42.8,3.3,2.89,1.8,0.68,2.7,0.0,0.29,0.2,0.2,1.74,0.35
boissons sans alcool,eaux et autres boissons,"Boisson au riz, nature, préemballée",53.7,0.5,10.8,1.0,0.2,5.6,0.0,3.6,0.2,2.0,0.2,0.35
boissons sans alcool,eaux et autres boissons,"Boisson à base d'avoine, nature, préemballée",42.6,0.5,7.8,1.1,0.2,5.0,0.0,3.4,0.2,1.5,0.2,0.35
boissons sans alcool,eaux et autres boissons,"Boisson à la châtaigne, nature, préemballée",68.9,0.5,13.5,1.4,0.17,9.01,0.1,5.72,0.1,2.7,0.42,0.3
boissons sans alcool,eaux et autres boissons,"Boisson à la noix de coco, nature, préemballée",31.4,0.5,2.75,2.1,0.69,2.46,0.1,0.096,0.1,0.1,1.68,0.29
boissons sans alcool,eaux et autres boissons,"Boisson au soja et jus de fruits concentrés, préemballée",56.2,2.3,9.5,1.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Café, non instantané, non sucré, prêt à boire",6.88,0.5,1.35,0.018,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.3
boissons sans alcool,eaux et autres boissons,"Thé infusé, non sucré",0.063,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Tisane infusée, non sucrée",0.87,0.0,0.2,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Café décaféiné, non instantané, non sucré, prêt à boire",4.42,0.1,0.6,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Café expresso, non instantané, non sucré, prêt à boire",7.64,0.5,1.16,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.3
boissons sans alcool,eaux et autres boissons,"Café décaféiné, instantané, non sucré, prêt à boire",2.1,0.12,0.4,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Café, instantané, non sucré, prêt à boire",1.64,0.1,0.3,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)",69.3,3.78,9.5,1.42,0.0,0.0,0.0,0.0,4.17,0.0,4.51,0.0
boissons sans alcool,eaux et autres boissons,"Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)",71.9,4.08,9.91,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire",21.5,1.36,2.31,0.76,0.0,2.31,0.0,0.0,2.31,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)",53.7,3.66,5.9,1.62,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.6
boissons sans alcool,eaux et autres boissons,"Thé noir, infusé, non sucré",1.26,0.0,0.3,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Thé vert, infusé, non sucré",5.1,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Thé oolong, infusé, non sucré",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)",93.5,0.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)",28.7,0.56,6.06,0.3,0.25,0.43,0.1,0.1,0.1,0.1,0.18,0.3
boissons sans alcool,eaux et autres boissons,"Café, moulu",397.0,14.4,40.2,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Café, poudre soluble",296.0,19.4,42.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Sirop à diluer, sucré",255.0,0.5,62.6,0.5,17.3,58.8,0.0,19.2,0.6,2.89,19.4,0.0
boissons sans alcool,eaux et autres boissons,"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""",21.7,0.5,2.76,0.5,0.29,0.66,0.0,0.37,0.15,0.15,0.1,0.0
boissons sans alcool,eaux et autres boissons,"Café, décaféiné, poudre soluble",357.0,12.7,76.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Thé, feuille",232.0,19.4,6.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Cacao, non sucré, poudre soluble",387.0,22.4,11.6,20.6,0.2,0.9,0.0,0.2,0.2,0.2,0.9,8.5
boissons sans alcool,eaux et autres boissons,"Poudre cacaotée ou au chocolat pour boisson, sucrée",379.0,6.65,75.6,3.29,0.2,67.9,0.0,4.4,0.2,0.2,54.4,5.0
boissons sans alcool,eaux et autres boissons,"Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux",0.0,9.9,79.4,5.03,0.5,78.5,0.0,2.6,14.9,21.9,38.6,0.0
boissons sans alcool,eaux et autres boissons,"Chicorée et café, poudre soluble",332.0,9.3,66.9,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Chicorée, poudre soluble",323.0,3.3,57.2,2.5,15.8,21.7,0.0,3.0,0.5,0.5,2.9,0.5
boissons sans alcool,eaux et autres boissons,"Café au lait ou cappuccino, poudre soluble",416.0,11.9,70.1,8.8,0.1,52.0,0.1,0.32,17.8,1.34,32.5,0.0
boissons sans alcool,eaux et autres boissons,"Café au lait ou cappuccino au chocolat, poudre soluble",402.0,11.0,67.1,9.13,0.0,62.2,0.0,0.13,0.0,0.5,44.9,0.0
boissons sans alcool,eaux et autres boissons,"Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux",376.0,4.68,79.3,3.04,0.0,76.7,0.0,0.0,0.0,0.0,0.0,2.0
boissons sans alcool,eaux et autres boissons,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines",386.0,4.29,85.0,2.04,0.0,82.7,0.0,0.0,0.0,0.0,0.0,2.0
boissons sans alcool,eaux et autres boissons,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés",19.7,0.5,1.31,0.0,0.45,0.91,0.0,0.46,0.15,0.15,0.1,0.0
boisson alcoolisées,eaux et autres boissons,Vin doux,0.0,0.2,10.5,0.0,5.14,7.78,0.0,2.59,0.0,0.0,0.05,0.0
boisson alcoolisées,eaux et autres boissons,Pétillant de fruits,0.0,0.0,6.95,0.0,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Vin blanc mousseux,0.0,0.0,1.7,0.0,0.7,1.4,0.0,0.7,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Champagne,0.0,0.3,2.81,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Vin blanc mousseux aromatisé,0.0,0.2,5.1,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Vin rouge,82.1,0.07,2.63,0.0,0.0,0.62,0.0,0.1,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Vin blanc (sec),0.0,0.5,4.04,0.0,0.08,0.17,0.0,0.09,0.1,0.1,0.05,0.0
boisson alcoolisées,eaux et autres boissons,Vin rosé,0.0,0.0,1.6,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Bière brune,0.0,0.43,4.1,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,"Bière ""coeur de marché"" (4-5° alcool)",0.0,0.39,2.7,0.0,0.0,0.98,0.0,0.0,0.0,0.04,0.01,0.0
boisson alcoolisées,eaux et autres boissons,Bière forte (>8° alcool),0.0,0.63,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Cidre brut,0.0,0.0,2.62,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Cidre doux,37.5,0.5,5.09,0.6,3.58,4.61,0.0,1.03,0.0,0.0,0.3,0.0
boisson alcoolisées,eaux et autres boissons,Bière faiblement alcoolisée (3° alcool),0.0,0.31,4.62,0.05,0.0047,0.09,0.0,0.0054,0.0,0.079,0.00068,0.0
boisson alcoolisées,eaux et autres boissons,Bière blanche,34.6,0.5,0.43,0.6,0.08,0.18,0.0,0.1,0.1,0.1,0.05,0.0
boisson alcoolisées,eaux et autres boissons,"Bière ""spéciale"" (5-6° alcool)",0.0,0.48,4.55,0.05,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)",0.0,0.63,3.2,0.0,0.12,0.0,0.0,0.07,0.0,0.03,0.03,0.0
boisson alcoolisées,eaux et autres boissons,Cidre traditionnel,0.0,0.0,1.87,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Cidre bouché demi-sec,48.0,0.5,4.4,0.6,3.2,3.7,0.0,0.5,0.0,0.0,0.3,0.0
boisson alcoolisées,eaux et autres boissons,Cidre aromatisé (framboise),35.4,0.5,5.34,0.6,2.74,4.96,0.0,1.04,0.0,0.0,1.19,0.0
boisson alcoolisées,eaux et autres boissons,"Bière sans alcool (<1,2° alcool)",25.3,0.31,4.89,0.05,0.13,2.55,0.0,0.17,0.2,2.25,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Pastis,274.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Eau de vie,229.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Gin,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Liqueur,328.0,0.1,39.6,0.3,0.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Rhum,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Whisky,252.0,0.0,0.096,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Apéritif à base de vin ou vermouth,0.0,0.054,11.3,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Vodka,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,"Pastis, prêt à boire (1+ 5)",27.6,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Apéritif anisé sans alcool,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Alcool pur,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Marsala,211.0,0.1,27.9,0.0,0.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Marsala aux oeufs,153.0,0.0,12.4,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Crème de cassis,245.0,0.0,41.0,0.0,0.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,"Eau de vie de vin, type armagnac, cognac",228.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,"Eau de vie, type calvados",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Saké ou Alcool de riz,133.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Cocktail à base de rhum,0.0,0.0,22.5,2.19,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Cocktail à base de whisky,0.0,0.0,15.9,0.02,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Sangria,0.0,0.0,10.3,0.05,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.21
boisson alcoolisées,eaux et autres boissons,Kir (au vin blanc),0.0,0.18,7.36,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Kir royal (au champagne),0.0,0.25,7.97,0.0,0.0,5.66,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,"Cocktail type punch, 16% alcool",0.0,0.6,17.8,0.6,2.89,17.8,0.0,2.97,0.51,0.1,11.4,0.0
boisson alcoolisées,eaux et autres boissons,Cocktail sans alcool (à base de jus de fruits et de sirop),0.0,0.5,12.8,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Panaché (limonade et bière),36.2,0.0,5.63,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
boisson alcoolisées,eaux et autres boissons,Panaché préemballé (<1° alc.),25.4,0.48,4.93,0.05,0.96,4.92,0.0,0.95,0.2,0.48,2.53,0.0
"sucres, miels et assimilés",produits sucrés,"Édulcorant à l'aspartame, en pastilles",216.0,6.35,69.3,0.0,0.0,6.65,0.0,0.2,0.0,0.2,0.23,0.0
"sucres, miels et assimilés",produits sucrés,"Édulcorant à l'aspartame, en poudre",0.0,0.63,94.7,0.25,0.0,9.33,0.0,0.4,0.0,3.35,0.23,0.0
"sucres, miels et assimilés",produits sucrés,Vermicelles multicolores,0.0,0.5,93.0,5.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Miel,0.0,0.56,81.7,0.0,39.9,79.8,3.1,33.5,0.0,1.49,1.24,0.0
"sucres, miels et assimilés",produits sucrés,Sucre blanc,0.0,0.0,99.8,0.0,0.0,99.8,0.0,0.0,0.0,0.0,99.8,0.0
"sucres, miels et assimilés",produits sucrés,Sucre roux,0.0,0.12,97.3,0.0,0.81,95.5,0.0,0.93,0.0,0.0,93.8,0.0
"sucres, miels et assimilés",produits sucrés,Sirop d'érable,0.0,0.04,67.1,0.06,0.43,62.6,0.0,0.71,0.0,0.0,61.5,0.0
"sucres, miels et assimilés",produits sucrés,Sucre vanillé,0.0,0.1,99.0,0.33,0.2,97.2,0.0,0.2,0.2,0.2,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Caramel liquide ou nappage caramel,0.0,0.0,81.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Édulcorant à la saccharine,0.0,1.25,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Mélasse de canne,0.0,0.0,74.7,0.1,12.8,74.7,0.0,11.9,0.0,0.0,29.4,0.0
"sucres, miels et assimilés",produits sucrés,Sucre allégé à l'aspartame,0.0,0.81,98.7,0.0,0.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Fructose,0.0,0.0,99.8,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Édulcorant à base d'extrait de stévia,238.0,0.0,98.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
"sucres, miels et assimilés",produits sucrés,Sirop d'agave,0.0,0.5,78.1,0.5,0.0,70.2,0.0,9.55,0.0,0.0,0.55,0.0
chocolats et produits à base de chocolat,produits sucrés,Barre chocolatée biscuitée,523.0,6.14,60.5,28.1,0.9,46.9,0.0,0.23,8.85,0.2,33.8,7.3
chocolats et produits à base de chocolat,produits sucrés,Barre chocolatée non biscuitée enrobée,496.0,3.7,66.4,24.1,0.3,60.5,0.0,1.6,7.2,1.28,33.0,4.49
chocolats et produits à base de chocolat,produits sucrés,"Barre à la noix de coco, enrobée de chocolat",475.0,3.88,60.2,23.8,0.2,53.0,0.0,3.31,3.8,3.41,42.5,3.9
chocolats et produits à base de chocolat,produits sucrés,"Chocolat au lait, tablette",537.0,7.5,55.6,30.8,0.1,53.1,0.1,0.1,10.8,0.1,42.3,2.45
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir à moins de 70% de cacao, à croquer, tablette",0.0,6.63,42.9,33.8,0.2,38.3,0.0,0.2,0.31,0.2,38.0,4.6
chocolats et produits à base de chocolat,produits sucrés,"Chocolat au lait aux céréales croustillantes, tablette",0.0,7.15,60.6,26.6,0.0,50.8,0.0,0.23,0.0,0.2,39.0,8.1
chocolats et produits à base de chocolat,produits sucrés,"Chocolat blanc, tablette",0.0,6.16,57.1,34.2,0.2,56.0,0.0,0.18,10.7,0.22,43.4,0.0
chocolats et produits à base de chocolat,produits sucrés,Barres ou confiserie chocolatées au lait,551.0,8.75,50.9,34.2,0.32,43.3,0.1,0.94,9.4,1.26,31.4,7.6
chocolats et produits à base de chocolat,produits sucrés,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",0.0,8.43,48.7,35.9,0.2,43.6,0.0,0.2,8.41,0.2,35.0,2.5
chocolats et produits à base de chocolat,produits sucrés,"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette",487.0,5.75,54.2,34.6,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0
chocolats et produits à base de chocolat,produits sucrés,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",0.0,7.64,48.0,39.1,0.0,45.1,0.0,0.25,0.0,0.2,32.1,0.0
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette",525.0,8.48,34.1,42.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolats et produits à base de chocolat,produits sucrés,Pâte à tartiner chocolat et noisette,0.0,5.02,57.9,32.4,0.3,56.2,0.0,0.23,5.97,0.36,50.2,0.6
chocolats et produits à base de chocolat,produits sucrés,Confiserie au chocolat dragéifiée,505.0,5.49,65.0,24.3,0.049,57.4,0.0,0.8,9.93,1.63,44.8,6.87
chocolats et produits à base de chocolat,produits sucrés,Cacahuètes enrobées de chocolat dragéifiées,499.0,9.5,55.9,25.0,0.2,50.5,0.0,0.2,6.2,0.2,44.3,3.4
chocolats et produits à base de chocolat,produits sucrés,Bouchée chocolat fourrage fruits à coques et/ou praliné,0.0,9.1,51.5,34.7,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0
chocolats et produits à base de chocolat,produits sucrés,Rocher chocolat fourré praliné,0.0,6.53,51.4,35.3,0.2,49.2,0.0,0.4,5.3,0.2,36.6,0.0
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir aux fruits (orange, framboise, poire), tablette",0.0,6.8,45.3,34.4,0.0,35.7,0.0,3.76,0.0,0.99,30.9,0.0
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",567.0,8.69,40.7,39.0,0.21,38.2,0.1,0.1,0.21,0.1,37.6,2.3
chocolats et produits à base de chocolat,produits sucrés,Barre chocolatée aux fruits secs,494.0,7.23,57.6,26.0,1.37,45.1,0.0,6.35,6.77,3.88,26.7,10.9
chocolats et produits à base de chocolat,produits sucrés,Chocolat noir fourrage confiseur à la menthe,0.0,2.9,70.5,16.0,9.0,69.0,0.0,10.1,0.2,1.2,48.7,0.0
chocolats et produits à base de chocolat,produits sucrés,Barre goûter frais au lait et chocolat,0.0,6.81,41.0,28.5,1.31,32.8,0.1,2.88,5.91,0.18,22.5,0.0
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette",591.0,10.4,26.9,46.3,0.2,17.9,0.0,0.2,0.2,0.2,17.9,4.4
chocolats et produits à base de chocolat,produits sucrés,Chocolat au lait fourré,0.0,4.8,45.5,45.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir fourré praliné, tablette",0.0,6.38,52.4,34.8,0.2,48.8,0.0,0.2,1.1,0.2,45.5,1.5
chocolats et produits à base de chocolat,produits sucrés,"Chocolat au lait fourré au praliné, tablette",0.0,7.29,52.9,34.9,0.2,49.9,0.0,0.19,6.55,0.2,43.2,0.9
chocolats et produits à base de chocolat,produits sucrés,"Chocolat noir à 40% de cacao minimum, à pâtisser, tablette",0.0,6.39,51.4,33.1,0.0,41.6,0.0,0.11,0.0,0.2,41.5,0.0
chocolats et produits à base de chocolat,produits sucrés,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,0.0,6.5,55.1,29.4,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0
chocolats et produits à base de chocolat,produits sucrés,Barre chocolat au lait avec nougat,532.0,5.8,60.5,29.0,1.95,60.1,0.0,1.75,5.84,0.2,50.6,0.39
chocolats et produits à base de chocolat,produits sucrés,Barre goûter frais au lait et chocolat avec génoise,0.0,6.68,39.0,34.2,0.6,33.3,0.0,1.5,4.5,0.2,26.7,5.5
confiseries non chocolatées,produits sucrés,"Bonbons, tout type",0.0,1.75,86.5,6.32,1.35,64.4,0.0,5.63,0.1,9.93,44.9,0.0
confiseries non chocolatées,produits sucrés,"Chewing-gum, sucré",372.0,0.5,90.6,0.32,0.13,68.1,0.1,4.88,0.1,1.61,61.5,0.0
confiseries non chocolatées,produits sucrés,Pâte de fruits,336.0,1.69,76.6,1.8,9.53,69.2,0.1,11.0,0.1,7.65,41.0,0.4
confiseries non chocolatées,produits sucrés,Zeste d'orange confit,0.0,0.2,82.7,0.2,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0
confiseries non chocolatées,produits sucrés,Marron glacé,324.0,0.94,79.5,0.5,2.99,56.6,0.0,7.59,0.2,8.49,37.5,13.2
confiseries non chocolatées,produits sucrés,Fruit confit,298.0,0.5,72.3,0.3,18.2,62.9,0.1,24.6,0.1,11.9,8.22,0.0
confiseries non chocolatées,produits sucrés,Nougat ou touron,0.0,7.88,62.5,25.2,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
confiseries non chocolatées,produits sucrés,Dragée amande,0.0,5.0,73.9,17.2,0.0,71.9,0.0,0.0,0.0,0.0,0.0,0.0
confiseries non chocolatées,produits sucrés,Guimauve ou marshmallow,0.0,3.67,78.7,1.42,3.6,65.6,0.0,14.1,0.0,6.68,40.0,0.0
confiseries non chocolatées,produits sucrés,"Chewing-gum, sans sucre",228.0,0.69,78.1,0.45,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.35
confiseries non chocolatées,produits sucrés,Bonbon dur et sucette,0.0,0.19,95.4,0.35,0.98,74.9,0.0,1.84,0.0,22.4,49.7,0.0
confiseries non chocolatées,produits sucrés,Bonbon gélifié,0.0,6.28,80.2,0.25,2.2,68.1,0.0,15.1,0.0,29.2,16.1,0.0
confiseries non chocolatées,produits sucrés,"Bonbon au caramel, mou",0.0,2.95,83.7,8.04,0.6,60.4,0.0,3.6,2.4,13.7,32.5,0.0
confiseries non chocolatées,produits sucrés,Calissons d'Aix en Provence,440.0,7.88,60.3,18.0,2.8,50.1,0.0,9.6,0.2,13.2,24.5,1.1
confiseries non chocolatées,produits sucrés,"Guimauve ou marshmallow, enrobé de chocolat",0.0,4.65,66.2,10.3,0.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0
confiseries non chocolatées,produits sucrés,Bonbon dur au caramel,0.0,1.21,72.5,6.0,0.0,72.5,0.0,1.85,0.0,17.5,49.8,0.0
